"","school","preveducation","preveducationtype","prevCC","matrix_pre_1","matrix_pre_2","matrix_pre_3","matrix_pre_4","matrix_pre_5","matrix_pre_6","cc_choice"
"14196","Triton High School",0,"",NA,1,1,1,1,1,1,1
"14198","Northern Guilford High School",0,"",NA,3,4,3,3,4,3,0
"14201","Ardrey Kell High School",NA,"Video",1,3,3,4,4,4,4,1
"14206","Raleigh Charter High School",0,"",NA,2,3,4,4,4,3,1
"14207","Northern Guilford High School",0,"",NA,3,4,3,3,4,3,1
"14208","River Mill Academy",0,"",NA,4,3,4,4,4,4,1
"14209","Northern Guilford High School",1,"Video",3,3,3,4,3,4,4,1
"14211","Hoke County High School",0,"",NA,4,NA,4,4,4,4,1
"14213","Raleigh Charter High School",0,"",NA,3,3,4,4,4,4,1
"14214","Raleigh Charter High School",0,"",NA,2,2,3,3,4,3,1
"14219","Triton High School",0,"",NA,3,3,4,4,4,3,0
"14222","Triton High School",0,"",NA,3,2,4,4,4,4,1
"14225","Northern Guilford High School",0,"",NA,2,3,4,4,4,3,1
"14226","First Flight High School",1,"Lecture,Video",3,3,4,4,4,4,4,1
"14227","Raleigh Charter High School",1,"Handout,Lecture",1,2,2,4,3,4,4,1
"14230","Meyers Park High School",0,"",NA,2,1,4,3,4,4,1
"14232","Raleigh Charter High School",3,"Handout,Lecture,PowerPoint,Video",2,2,2,2,3,4,2,1
"14234","Raleigh Charter High School",0,"",NA,3,3,4,4,4,4,1
"14237","Meyers Park High School",4,"Video",3,3,4,4,3,4,4,1
"14240","First Flight High School",0,"",NA,2,3,4,4,4,3,1
"14243","Meyers Park High School",0,"",NA,2,4,4,3,4,3,1
"14248","Meyers Park High School",0,"",NA,3,1,4,4,4,4,1
"14249","Meyers Park High School",0,"",NA,4,3,4,4,4,4,1
"14250","Burns High School",4,"Lecture",3,4,4,4,4,4,4,1
"14251","Raleigh Charter High School",0,"",NA,2,2,4,3,4,4,1
"14252","Meyers Park High School",0,"",NA,NA,NA,NA,NA,NA,NA,1
"14253","Meyers Park High School",4,"Lecture,PowerPoint,Video",3,3,3,4,4,4,4,1
"14254","Meyers Park High School",1,"Handout,Video",1,3,3,4,4,4,4,0
"14255","Meyers Park High School",1,"Lecture",2,2,3,4,4,4,4,1
"14256","Hoke County High School",0,"",NA,4,1,1,1,1,1,1
"14257","Meyers Park High School",0,"",NA,2,3,4,3,4,4,1
"14265","Meyers Park High School",0,"",NA,3,4,4,3,4,3,1
"14267","Hoke County High School",0,"",NA,3,4,4,4,4,4,1
"14269","Triton High School",0,"",NA,1,3,4,4,4,1,1
"14277","Meyers Park High School",0,"",NA,3,2,4,3,4,3,1
"14279","Meyers Park High School",NA,"Handout,Video",1,3,3,4,3,4,4,1
"14281","Meyers Park High School",1,"Video",2,3,3,4,3,4,4,1
"14282","Northern Guilford High School",0,"",NA,3,3,4,4,4,3,1
"14286","Hoke County High School",0,"",NA,3,4,4,3,4,4,1
"14287","Northern Guilford High School",0,"",NA,3,2,4,4,4,3,1
"14291","Northern Guilford High School",0,"",NA,4,3,4,3,NA,3,1
"14294","Meyers Park High School",0,"",NA,1,3,3,3,4,4,1
"14295","Seaforth High School",0,"",NA,3,1,1,1,1,1,1
"14303","Neuse Charter School",1,"Lecture",2,3,2,4,4,4,3,1
"14306","Seaforth High School",0,"",NA,3,2,4,3,4,4,1
"14307","Scotland High School",2,"Handout,Lecture",3,4,4,4,4,4,4,1
"14309","Seaforth High School",0,"",NA,2,1,3,4,3,1,1
"14312","Scotland High School",0,"",NA,4,4,4,4,4,4,1
"14313","Scotland High School",0,"",NA,4,4,4,4,4,4,1
"14314","First Flight High School",0,"",NA,3,3,4,4,4,3,1
"14315","Hoke County High School",3,"Lecture,Video",3,3,4,4,4,4,4,1
"14316","Hoke County High School",0,"",NA,4,4,4,3,4,3,1
"14317","Hoke County High School",2,"Lecture,PowerPoint,Video,Other",3,3,3,4,3,3,3,1
"14319","Hoke County High School",1,"Other",3,2,4,4,4,4,4,1
"14320","Hoke County High School",1,"Video",2,4,3,4,4,4,3,1
"14321","Hoke County High School",0,"",NA,3,4,4,3,4,4,1
"14324","Hoke County High School",0,"",NA,3,3,3,2,4,4,1
"14326","Hoke County High School",0,"",NA,3,2,3,3,4,2,1
"14329","Hoke County High School",0,"",NA,3,3,4,4,4,1,1
"14330","Hoke County High School",2,"Video",3,3,4,4,4,4,4,1
"14331","Hoke County High School",0,"",NA,3,4,4,4,4,4,1
"14332","Scotland High School",1,"Virtual Reality (VR)",1,4,4,4,4,4,4,1
"14333","Scotland High School",0,"",NA,4,3,3,4,4,4,1
"14335","Seaforth High School",0,"",NA,3,4,4,4,4,3,1
"14336","South Caldwell High School",1,"Lecture",1,3,3,4,4,4,4,1
"14342","Scotland High School",0,"",NA,3,NA,4,4,4,4,1
"14343","Scotland High School",1,"Lecture",2,3,4,4,4,4,4,1
"14344","Scotland High School",0,"",NA,2,2,3,3,3,3,1
"14345","Scotland High School",0,"",NA,3,3,4,4,4,4,1
"14346","Scotland High School",0,"",NA,3,4,4,3,4,4,1
"14347","Scotland High School",0,"",NA,3,4,4,4,4,4,1
"14348","Scotland High School",0,"",NA,3,3,4,4,4,3,1
"14350","South Caldwell High School",1,"Handout",1,3,3,4,4,4,4,1
"14351","Scotland High School",1,"Lecture",3,3,4,4,4,4,4,0
"14354","Meyers Park High School",3,"Video",1,3,4,4,4,4,3,1
"14355","Raleigh Charter High School",1,"Handout,Lecture,PowerPoint,Video",1,4,4,4,4,4,4,1
"14356","Sandhoke County High School",0,"",NA,3,3,4,4,4,3,1
"14358","Hoke County High School",0,"",NA,4,3,4,4,4,3,1
"14359","Hoke County High School",1,"Handout,Lecture,PowerPoint,Video",1,4,4,4,4,4,3,1
"14363","Sandhoke County High School",1,"",1,4,2,4,4,4,4,1
"14368","Hoke County High School",2,"Video",3,3,4,4,4,4,4,1
"14371","Hoke County High School",1,"Video",3,4,4,4,3,4,4,1
"14375","Northern Nash High School",0,"",NA,4,3,4,4,4,3,1
"14376","Northern Nash High School",3,"Handout,PowerPoint,Video,Virtual Reality (VR)",1,3,4,4,4,4,3,1
"14381","Triton High School",2,"PowerPoint,Video",3,3,3,4,2,4,4,1
"14382","Scotland High School",0,"",NA,3,3,4,3,4,3,1
"14385","Triton High School",2,"Lecture,Virtual Reality (VR)",1,3,3,4,4,4,4,1
"14387","Northern Nash High School",0,"",NA,1,1,4,2,4,2,1
"14391","Meyers Park High School",1,"Lecture,PowerPoint",1,3,3,4,4,4,4,1
"14392","Northern Nash High School",2,"PowerPoint,Video",1,3,3,4,4,4,3,1
"14393","Northern Nash High School",2,"Video",3,3,4,4,4,4,4,1
"14395","Raleigh Charter High School",3,"PowerPoint,Video",3,3,4,4,3,4,3,1
"14396","Northern Nash High School",1,"Video",1,3,3,4,4,4,4,1
"14397","Northern Nash High School",0,"",NA,NA,NA,NA,NA,NA,NA,0
"14400","Scotland High School",0,"",NA,4,4,4,4,4,4,1
"14403","Meyers Park High School",0,"",NA,3,3,4,4,4,4,1
"14406","Meyers Park High School",0,"",NA,3,3,4,4,4,4,1
"14418","Triton High School",2,"Video",3,3,4,4,4,4,4,1
"14419","Triton High School",0,"",NA,2,3,4,4,4,3,1
"14420","Triton High School",2,"PowerPoint",3,3,3,4,4,4,3,1
"14421","First Flight High School",4,"Lecture,PowerPoint,Video",3,3,3,4,3,4,2,1
"14424","Triton High School",1,"Handout",1,3,4,4,4,4,3,1
"14425","First Flight High School",0,"",NA,3,4,3,4,4,3,1
"14434","Triton High School",0,"",NA,4,4,3,4,4,4,1
"14435","Jordan - Matthews High School",3,"Handout,Video",1,3,4,4,4,4,4,1
"14436","Jordan - Matthews High School",2,"Handout,Lecture,PowerPoint",1,3,3,4,4,4,3,1
"14437","Meyers Park High School",1,"Handout",1,3,4,4,3,4,2,1
"14444","Triton High School",1,"Video,Virtual Reality (VR)",3,3,3,4,4,4,4,0
"14445","Triton High School",0,"",NA,3,3,4,4,4,3,1
"14446","Triton High School",0,"",NA,2,3,4,4,4,4,1
"14448","Northern Nash High School",4,"Handout,Lecture,Video",3,2,4,3,2,4,2,1
"14450","Northern Nash High School",3,"Video",3,3,4,4,4,4,4,1
"14452","Meyers Park High School",1,"PowerPoint",1,3,3,3,3,4,3,1
"14456","Ardrey Kell High School",0,"",NA,3,2,4,3,4,3,1
"14457","Northern Guilford High School",0,"",NA,2,3,4,3,4,3,1
"14460","Northern Nash High School",2,"Handout",1,4,3,4,4,4,3,1
"14466","First Flight High School",0,"",NA,2,4,4,4,4,4,1
"14467","Northern Nash High School",1,"Video",3,3,4,4,3,4,3,1
"14468","First Flight High School",0,"",NA,3,4,4,4,4,3,1
"14469","Trinity High School",3,"PowerPoint,Video,Other",3,4,4,4,4,4,3,1
"14470","Northern Nash High School",1,"Other",3,4,3,4,3,4,4,1
"14473","Triton High School",1,"Other",3,4,4,4,4,4,4,1
"14474","First Flight High School",0,"",NA,1,3,4,4,4,3,1
"14476","Triton High School",0,"",NA,2,3,4,4,4,4,1
"14478","Triton High School",1,"PowerPoint",1,4,4,4,4,4,2,1
"14479","First Flight High School",4,"Video",3,3,3,4,4,4,4,1
"14480","Triton High School",0,"",NA,NA,3,4,4,4,4,1
"14481","Triton High School",0,"",NA,3,2,4,4,4,3,1
"14482","Triton High School",0,"",NA,2,3,4,4,4,4,1
"14483","First Flight High School",4,"Lecture,PowerPoint,Video",3,2,3,4,3,4,3,1
"14484","Trinity High School",0,"",NA,4,4,4,3,4,3,1
"14486","Trinity High School",0,"",NA,3,3,4,3,4,3,0
"14487","Northern Nash High School",1,"Handout,Video",3,3,4,4,4,4,3,1
"14491","First Flight High School",1,"Video",3,3,4,4,4,4,4,1
"14493","First Flight High School",0,"",NA,3,3,4,4,4,4,1
"14503","Jordan - Matthews High School",3,"Video",3,3,2,4,3,4,3,1
"14505","Jordan - Matthews High School",0,"",NA,1,4,NA,4,4,4,0
"14507","Meyers Park High School",1,"Handout",1,3,3,4,4,4,4,1
"14513","Northern Nash High School",0,"",NA,3,4,4,3,4,3,1
"14516","Raleigh Charter High School",1,"Video",3,3,3,4,3,4,4,1
"14523","Northern Nash High School",1,"Video",1,3,3,3,3,3,3,1
"14526","First Flight High School",1,"Lecture",1,3,3,3,3,3,3,1
"14529","Northern Nash High School",4,"Lecture,Video",1,4,4,4,4,4,4,1
"14536","Meyers Park High School",0,"",NA,NA,3,4,3,4,4,1
"14537","Northern Guilford High School",0,"",NA,3,3,3,3,4,3,1
"14538","Meyers Park High School",0,"",NA,4,4,4,4,4,4,1
"14540","Northern Guilford High School",3,"Handout,Lecture,PowerPoint,Video",1,2,3,4,3,4,4,1
"14544","Northern Guilford High School",2,"",1,3,3,4,4,4,4,1
"14550","Jordan - Matthews High School",0,"",NA,NA,4,4,4,4,4,1
"14555","Scotland High School",NA,"Handout,Lecture",3,3,4,4,3,4,4,0
"14556","Scotland High School",4,"Handout",2,3,2,4,3,4,3,1
"14557","First Flight High School",1,"Video",1,3,3,3,3,4,4,1
"14559","Northern Guilford High School",0,"",NA,3,3,4,4,4,4,1
"14562","Northern Nash High School",1,"Video",3,3,4,4,4,4,1,1
"14564","Northern Guilford High School",0,"",NA,2,3,4,3,4,3,1
"14565","First Flight High School",0,"",NA,4,4,4,4,4,3,1
"14567","Northern Nash High School",2,"PowerPoint",3,4,3,4,2,4,3,1
"14568","Trinity High School",0,"",NA,4,4,4,4,4,4,1
"14569","Tarboro High School",4,"Video",3,4,4,4,4,4,4,1
"14576","Triton High School",0,"",NA,3,4,4,4,4,4,1
"14589","Hobbton High School",0,"",NA,4,3,4,4,4,4,1
"14590","Meyers Park High School",0,"",NA,NA,2,4,3,4,3,1
"14591","Hobbton High School",0,"",NA,4,4,4,3,4,4,0
"14592","Mountain Island Charter School",0,"",NA,NA,3,4,4,4,3,1
"14596","Meyers Park High School",0,"",NA,3,3,4,4,4,4,1
"14597","Hobbton High School",4,"Handout,Lecture,PowerPoint,Video",3,4,4,4,4,4,4,1
"14600","Hobbton High School",4,"Handout,PowerPoint,Video",3,4,3,4,4,4,4,1
"14601","Hobbton High School",2,"Handout,Video",3,4,3,3,4,4,2,1
"14622","Hobbton High School",4,"PowerPoint,Video",3,4,4,4,4,4,2,1
"14628","Hobbton High School",4,"Video",3,4,4,4,4,4,3,1
"14629","Hobbton High School",2,"Video",3,3,3,4,3,4,2,1
"14630","Hobbton High School",1,"Video",3,4,3,4,4,4,4,1
"14631","Hobbton High School",3,"Handout,Lecture,Video",3,4,4,4,3,4,3,1
"14634","Meyers Park High School",1,"Virtual Reality (VR)",1,3,3,3,3,4,4,1
"14637","Scotland High School",0,"",NA,2,2,4,4,4,3,1
"14639","Northern Guilford High School",0,"",NA,3,4,4,3,4,4,1
"14643","Hobbton High School",1,"Handout",NA,3,3,4,3,4,3,1
"14646","Hobbton High School",0,"",NA,4,2,4,3,4,2,1
"14651","South Johnston High School",0,"",NA,3,3,4,4,3,3,0
"14657","South Johnston High School",1,"Video",3,3,4,4,4,4,3,1
"14658","Hobbton High School",0,"",NA,4,4,4,4,4,4,1
"14664","Hobbton High School",4,"Video",3,3,3,4,3,4,2,1
"14666","Avery County High School",1,"Other",1,3,3,3,4,4,3,1
"14671","Holmes, John A. High School",0,"",NA,3,3,4,4,4,4,1
"14680","First Flight High School",0,"",NA,3,4,4,3,4,4,1
"14681","First Flight High School",0,"",NA,4,4,4,4,4,4,1
"14684","Holmes, John A. High School",0,"",NA,1,2,1,1,1,1,1
"14694","First Flight High School",0,"",NA,2,3,2,3,4,4,1
"14695","Northern Guilford High School",1,"Video",1,3,4,4,4,4,4,1
"14696","First Flight High School",0,"",NA,1,4,4,3,4,3,1
"14697","First Flight High School",NA,"Video",1,1,3,3,4,4,3,1
"14701","Hobbton High School",4,"Handout,Lecture,Video",3,4,4,4,4,4,4,1
"14702","Hobbton High School",0,"",NA,4,4,4,4,4,4,1
"14705","Hobbton High School",NA,"Video",3,4,3,4,4,4,3,1
"14706","First Flight High School",0,"",NA,3,3,4,4,4,4,1
"14711","Northern Guilford High School",2,"Handout,PowerPoint,Video",1,3,3,3,3,3,3,0
"14713","Mountain Island Charter School",0,"",NA,4,4,4,4,4,4,1
"14717","Hobbton High School",4,"Handout,Lecture,PowerPoint,Video",3,2,3,4,4,4,2,1
"14720","Hobbton High School",0,"",NA,1,2,4,3,4,2,1
"14730","Avery County High School",NA,"Lecture",1,2,3,3,3,3,3,1
"14733","Apex Friendship High School",2,"Handout,Lecture,PowerPoint,Video",3,4,4,4,4,4,4,1
"14734","Apex Friendship High School",4,"Handout,PowerPoint,Video,Virtual Reality (VR)",3,3,4,4,4,4,3,1
"14736","Apex Friendship High School",4,"Handout,Lecture,PowerPoint,Video",3,3,4,4,4,4,4,1
"14737","Apex Friendship High School",4,"Handout,Video,Other",3,3,4,4,3,4,4,1
"14742","Bunn High School",0,"",NA,3,3,4,4,4,3,1
"14743","Apex Friendship High School",1,"Video",3,3,3,4,3,4,4,1
"14744","Apex Friendship High School",1,"Lecture",1,2,3,4,3,4,4,1
"14745","Apex Friendship High School",1,"Video",3,2,3,3,2,4,2,1
"14747","Apex Friendship High School",2,"Handout,Video",1,3,3,4,3,4,3,1
"14750","Apex Friendship High School",1,"Lecture",2,2,3,4,4,4,3,1
"14753","Apex Friendship High School",0,"",NA,3,3,4,4,4,4,1
"14754","Apex Friendship High School",2,"Lecture,Video",3,3,3,4,4,4,4,1
"14756","Apex Friendship High School",0,"",NA,4,4,4,4,4,4,1
"14759","Apex Friendship High School",4,"Video",3,3,4,4,4,4,4,1
"14760","Bunn High School",3,"Video",3,2,3,4,4,4,3,1
"14761","Apex Friendship High School",4,"PowerPoint,Video,Other",3,3,4,4,3,4,4,1
"14762","Apex Friendship High School",0,"",NA,3,1,4,4,4,4,1
"14763","Apex Friendship High School",0,"",NA,3,1,4,3,4,2,1
"14764","Apex Friendship High School",0,"",NA,4,3,4,3,4,2,1
"14767","Apex Friendship High School",0,"",NA,3,3,4,3,4,4,1
"14773","Apex Friendship High School",2,"Video,Other",3,3,4,4,3,4,3,0
"14778","Apex Friendship High School",0,"",NA,3,3,4,3,4,3,1
"14780","Apex Friendship High School",0,"",NA,3,4,4,3,4,1,1
"14782","Trinity High School",1,"Video",3,4,3,4,4,4,4,1
"14786","Apex Friendship High School",0,"",NA,NA,3,4,4,4,3,1
"14797","Apex Friendship High School",0,"",NA,3,4,4,4,4,4,1
"14800","Northern Guilford High School",0,"",NA,3,3,4,4,4,4,1
"14801","Northern Guilford High School",2,"Lecture,PowerPoint,Video",2,3,4,4,3,4,3,1
"14804","Bunn High School",0,"",NA,3,3,4,3,4,3,1
"14806","Trinity High School",1,"Video",3,4,4,4,4,4,4,1
"14810","Apex Friendship High School",2,"Video",3,3,4,4,3,4,3,1
"14812","Apex Friendship High School",3,"Video,Other",3,3,4,4,4,4,3,1
"14813","North Lincoln High School",0,"",NA,4,3,4,4,4,4,1
"14814","Northern Guilford High School",3,"PowerPoint,Video",3,3,3,4,4,4,4,1
"14822","Apex Friendship High School",1,"Video",3,4,4,4,3,4,4,1
"14825","Apex Friendship High School",3,"Handout,Lecture,Video",3,3,4,4,3,4,3,1
"14826","Apex Friendship High School",1,"Video",3,3,3,4,3,4,3,1
"14827","Mountain Island Charter School",1,"Lecture,Other",1,3,4,4,3,4,3,1
"14836","Mountain Island Charter School",0,"",NA,2,4,4,4,4,3,1
"14844","Meyers Park High School",2,"Other",3,3,3,4,4,4,4,1
"14846","Trinity High School",0,"",NA,4,4,4,4,4,2,1
"14847","Mountain Island Charter School",0,"",NA,3,3,4,4,4,4,1
"14853","Mountain Island Charter School",0,"",NA,3,3,4,3,4,4,1
"14857","Trinity High School",0,"",NA,3,4,4,3,4,4,1
"14864","Bunn High School",1,"Handout",1,3,2,3,3,4,1,0
"14865","Bunn High School",0,"",NA,3,4,4,4,4,4,1
"14866","Mountain Island Charter School",2,"Other",1,1,4,3,2,4,3,0
"14869","Northern Guilford High School",4,"Video,Other",2,3,4,4,3,4,4,1
"14870","Bunn High School",0,"",NA,3,4,4,4,4,3,1
"14876","Raleigh Charter High School",1,"Video",3,2,4,4,3,4,2,1
"14877","Avery County High School",0,"",NA,3,3,4,3,4,2,1
"14885","Hickory High School",0,"",NA,3,3,4,4,4,3,1
"14886","Hickory High School",0,"",NA,4,4,4,4,4,4,0
"14889","Davie High School",NA,"PowerPoint",3,2,4,3,3,4,3,1
"14892","Scotland High School",0,"",NA,NA,4,4,4,4,4,1
"14900","Mountain Island Charter School",1,"PowerPoint,Video",2,2,3,4,4,4,3,1
"14902","Apex Friendship High School",3,"PowerPoint,Video",3,3,4,4,3,4,3,1
"14904","Scotland High School",NA,"Lecture",3,4,4,4,4,4,4,1
"14906","Mountain Island Charter School",1,"Other",2,3,2,4,4,4,3,1
"14907","Hickory High School",0,"",NA,4,4,4,4,4,4,1
"14909","North Lincoln High School",1,"Video",3,3,3,4,3,4,4,1
"14910","Charlotte Catholic High School",2,"Video",2,3,3,3,3,4,2,1
"14917","Hickory High School",0,"",NA,3,3,2,2,4,3,0
"14920","Spring Creek High School",0,"",NA,2,4,4,4,4,4,1
"14927","Holmes, John A. High School",0,"",NA,3,4,4,4,4,4,1
"14929","Hickory High School",0,"",NA,NA,3,4,3,4,3,1
"14930","Hickory High School",0,"",NA,4,4,4,4,4,4,1
"14931","Mountain Island Charter School",3,"Handout,Lecture,PowerPoint,Video",3,4,4,4,3,4,4,1
"14932","Hickory High School",1,"Lecture",1,3,3,3,2,4,2,1
"14936","Holmes, John A. High School",0,"",NA,4,3,4,4,4,3,1
"14937","Mountain Island Charter School",2,"Handout,Lecture,PowerPoint",2,3,3,4,3,4,4,1
"14938","Mountain Island Charter School",0,"",NA,3,3,4,4,4,4,1
"14942","Northern Nash High School",1,"PowerPoint",3,3,4,4,4,4,3,1
"14943","Northern Nash High School",0,"",NA,3,4,4,3,4,3,0
"14944","Northern Nash High School",0,"",NA,3,3,4,4,4,3,1
"14945","Jordan - Matthews High School",0,"",NA,3,3,4,4,4,4,1
"14946","Northern Nash High School",0,"",NA,1,4,4,4,4,4,1
"14947","Northern Nash High School",0,"",NA,4,3,4,3,4,4,1
"14948","Spring Creek High School",0,"",NA,3,4,4,4,4,3,1
"14949","Northern Nash High School",4,"Lecture,PowerPoint,Video",3,4,4,4,4,4,2,1
"14951","Northern Nash High School",0,"",NA,3,4,4,3,4,3,0
"14954","Northern Nash High School",0,"",NA,3,2,4,4,4,4,1
"14955","Northern Nash High School",0,"",NA,4,3,4,4,4,4,0
"14956","Northern Nash High School",0,"",NA,3,3,4,4,4,3,1
"14957","Northern Nash High School",0,"",NA,4,3,4,4,4,4,1
"14958","Northern Nash High School",0,"",NA,3,4,4,3,4,2,1
"14959","Northern Nash High School",0,"",NA,4,4,4,4,4,4,1
"14960","Hickory High School",2,"Lecture,PowerPoint,Video",3,3,4,4,4,4,3,1
"14962","Mountain Island Charter School",2,"Lecture,Video",1,2,3,4,3,4,4,1
"14965","Mountain Island Charter School",0,"",NA,2,2,3,3,3,3,1
"14967","Hickory High School",0,"",NA,3,3,4,2,4,3,1
"14968","Meyers Park High School",0,"",NA,2,3,4,3,4,3,0
"14969","Mountain Island Charter School",0,"",NA,4,4,4,3,4,4,1
"14974","Northern Nash High School",4,"PowerPoint",3,4,4,4,3,4,3,1
"14975","Northern Nash High School",2,"Lecture,Video",1,4,3,4,4,4,4,1
"14976","Northern Nash High School",1,"PowerPoint",3,3,3,4,4,4,3,1
"14977","Northern Nash High School",3,"Video",1,3,4,4,3,4,3,1
"14983","Mountain Island Charter School",1,"Other",1,2,3,4,2,4,1,1
"14985","Mountain Island Charter School",1,"Lecture",1,2,3,4,4,4,3,1
"14993","Mountain Island Charter School",0,"",NA,3,3,4,4,4,4,1
"14995","Mountain Island Charter School",1,"PowerPoint,Video",1,4,4,4,4,4,4,1
"14996","Mountain Island Charter School",1,"Video",2,3,3,4,3,4,4,1
"14997","Mountain Island Charter School",0,"",NA,3,4,4,4,4,4,1
"14999","Holmes, John A. High School",0,"",NA,2,3,4,4,3,3,1
"15003","Mountain Island Charter School",1,"Other",2,4,3,4,4,4,3,1
"15007","Mountain Island Charter School",0,"",NA,4,4,4,4,4,3,1
"15014","Mountain Island Charter School",1,"Other",1,3,3,4,3,4,4,1
"15018","Mountain Island Charter School",0,"",NA,4,4,4,4,4,4,1
"15021","Mountain Island Charter School",2,"Video",1,1,3,4,3,4,3,0
"15023","Mountain Island Charter School",3,"Video",1,3,4,4,3,4,3,1
"15026","Mountain Island Charter School",2,"Video",1,2,3,4,4,4,4,1
"15028","Mountain Island Charter School",2,"PowerPoint",2,3,3,4,2,4,3,1
"15029","Mountain Island Charter School",0,"",NA,3,3,4,4,4,4,1
"15030","Mountain Island Charter School",0,"",NA,1,3,4,3,4,3,1
"15034","Hickory High School",1,"Other",3,3,3,1,3,4,4,1
"15037","Hickory High School",NA,"Video",2,4,3,4,4,4,2,1
"15038","Northern Nash High School",1,"PowerPoint",1,3,2,4,3,4,3,1
"15043","North Lincoln High School",2,"Lecture",3,3,4,4,4,4,4,1
"15045","North Lincoln High School",2,"Video,Other",3,3,4,4,3,4,4,1
"15046","North Lincoln High School",1,"PowerPoint",1,2,3,4,4,4,3,1
"15047","North Lincoln High School",0,"",NA,3,3,3,3,4,3,1
"15048","Holmes, John A. High School",NA,"",3,4,4,4,4,4,4,1
"15050","First Flight High School",NA,"Handout",2,3,4,4,4,4,4,1
"15051","Hickory High School",NA,"Lecture",3,3,4,4,3,4,4,1
"15053","Holmes, John A. High School",0,"",NA,2,3,3,3,3,3,0
"15054","Hickory High School",NA,"Lecture",2,3,4,4,3,4,4,1
"15057","Holmes, John A. High School",1,"Video",1,4,3,4,4,4,4,1
"15058","First Flight High School",0,"",NA,2,4,4,4,4,3,1
"15061","First Flight High School",3,"Lecture,Video",2,2,4,4,4,4,3,0
"15070","North Lincoln High School",1,"Lecture,PowerPoint,Video",3,2,4,4,4,3,4,1
"15076","First Flight High School",0,"",NA,1,3,4,3,4,4,1
"15080","First Flight High School",0,"",NA,1,3,4,3,4,3,1
"15086","Mountain Island Charter School",2,"Video",2,3,3,3,3,4,4,1
"15087","Trinity High School",1,"Video",3,3,3,4,4,4,4,1
"15088","North Lincoln High School",2,"Lecture,PowerPoint,Video",1,3,2,4,2,4,3,1
"15090","Holmes, John A. High School",0,"",NA,4,3,4,4,4,2,1
"15095","Monroe High School",0,"",NA,4,4,4,4,4,3,1
"15101","Holmes, John A. High School",2,"Video",3,4,3,4,3,4,2,0
"15102","North Lincoln High School",1,"Video",3,4,4,4,4,4,4,1
"15104","Holmes, John A. High School",0,"",NA,NA,3,4,3,4,3,1
"15105","First Flight High School",0,"",NA,4,3,4,4,4,3,1
"15113","Monroe High School",1,"Video",2,3,4,4,4,4,3,1
"15115","Monroe High School",4,"Video",3,4,4,4,4,4,4,1
"15117","First Flight High School",1,"Video",3,4,4,4,4,4,4,0
"15118","First Flight High School",0,"",NA,4,4,4,4,4,4,1
"15119","First Flight High School",0,"",NA,NA,3,4,4,4,3,1
